country_idx,safety_title,created_at,safety_content
28,"온두라스, 코르테스州 무차별 살상 사건 발생 관련 안전공지",2023-06-29,"○ 온두라스 북부 코르테스州에서 일련의 무차별 살상 사건이 발생하면서 6.24.(토) 하루에 총 23명이 살해되는 인명 피해가 발생했습니다.- (촐로마市 라빅토리아 지역) 6.24. 밤 다수 무장 괴한들이 민간인 모임 장소에 난입, 무차별 총기 난사로 인해 13명이 살해당했음. 피해자들은 근교 보세가공 공장에서 근무하는 직원과 가족들로 생일 축하를 위해 모였던 것으로 파악- (촐로마市 여타 지역) △주거 침입한 무장 괴한들에 의해 母子 총격 사망(2명), △작업장 인부 총격 살해(1명), △신원미상 피해자 총격 살해(1명)- (산페드로술라市) △총격 살해된 남성이 세차장에서 발견(1명), △총격 살해된 여성이 자동차에서 발견(1명)- (산마누엘市) 실종되었다가 손발이 묶인 채 주검으로 발견(2명, 청소년)- (푸에르토 코르테스市) 택시승강장에서 대기중이던 남성 총격 살해(1명)- (라 리마市) 햄버거 가게 앞에서 대기중이던 남성 살해(1명)○ 이외에도 6.25.(일)에는 수도 테구시갈파에서도 살인·실종 사건(Villa Nueva 지역에서 3명 총격 피살, 국립자치대 재학생 2명 버스 탑승 후 실종 등)이 발생하여 코르테스州 살상 사건과의 연계성을 경찰 조사중입니다.○ 이와 관련 촐로마市는 6.25.부터, 산페드로술라市는 7.4.부터 각각 15일간 21:00-익일 04:00 간 야간 통금 조치가 실시되며, 군경은 24시간 수색, 검문 실시 및 필요시 구금 조치를 취할 수 있습니다.○ 지난주 온두라스 교정 시설 내 46명이 살해된 참극에 이어 최근 치안 불안정 상황이 지속되고 있으므로, 온두라스에 체류하시거나 방문 중인 우리 국민들께서는 긴급 용무 외 외출을 자제하시고 이동 시에는 항상 신분증을 소지하는 등 신변 안전에 각별히 유의해주시기 바랍니다.○ 위급상황 발생 시에는, 대사관, 영사콜센터 등 도움을 받을 수 있는 곳으로 최대한 조속히 연락해주시기 바랍니다.☞ 주온두라스대사관- 대표번호(근무시간 중) : +504 2235 5561~3- 긴급연락번호(사건사고 발생 시, 24시간) : +504 9442 4972☞ 영사콜센터(서울, 24시간) : +82 2 3210 0404"
34,"중국, '반간첩법' 개정안 시행 관련 공지",2023-06-26,○ 2023. 7. 1.(토)부터 중국의 <반간첩법> 개정안이 시행될 예정입니다. 우리와의 제도ㆍ개념 등 차이로 예상치 못한 피해가 생길 수 있으니 유의해 주시기 바랍니다.☞주중국대사관 관련 공지: https://overseas.mofa.go.kr/cn-ko/brd/m_1237/view.do?seq=1347801﻿﻿﻿
10,"러시아, 바그너 그룹 군사 움직임 관련 재외국민 안전공지",2023-06-24,"○ 금일(6.24.(토), 현지시간) 언론에서 러시아 용병기업 바그너 그룹(대표 예브게니 프리고진)이 러시아 군부와의 갈등으로 러시아 남부 도시 로스토프나도누에 진입하였다고 보도하고 있고, 러시아 국가대테러위원회는 금일 09:00경 모스크바시, 모스크바주, 보로네시주 지역에 대테러 작전체제를 시행한다고 발표했습니다.- 대테러 작전체제가 시행될 경우 △ 해당지역 주민들에 대한 수색과 검문검색 강화(신분증이 없을 경우, 경찰 연행 가능) △ 공안관계자는 임의로 주민들을 건물에서 나오게 하거나 차량 견인 △ 도청 및 인터넷 메일 내용 확인 △ 필요시 차량 징발 △ 폭발물, 화생방 물질 생산업체 생산 일시 중단 △ 필요시 전화, 인터넷 차단 △ 필요시 주민들의 안전지역 임시숙소 이동 조치 △ 도보 및 차량 이동 통제 △ 대테러 요원들은 어떤 장소에도 허가없이 진입 △ 주류판매 중단 등의 조치가 취해질 수 있습니다.○ 또한, 금일 로스토프나도누 주지사는 지역 주민들에게 침착함을 유지하면서 가능한한 집에서 머물 것을 요청하였고, 모스크바 시장은 모스크바 내 대규모 행사는 모두 취소한다고 발표하였습니다.○ 현재 실제 군사충돌이 있는지는 확인되지 않고 있습니다만, 현재 상황이 불안정하고 대테러 작전체제 시행에 따른 검문검색 강화, 차량 및 보행자 이동제한 등의 조치가 취해질 수 있는바, 재외국민 여러분들께서는 금일 불필요한 외출, 다중이용시설 방문을 자제하여 주시기 바랍니다.- 특히 로스토프나도누 지역 거주 및 체류 중인 우리 국민들께서는 가능한한 외출을 삼가해 주시고, 지역 정부 및 현지 언론 발표, 우리 대사관 안전공지를 지속적으로 확인하는 등 평소보다 신변안전에 더욱 유의해주시기 바랍니다.○ 러시아 일부 지역에는 우리 정부의 여행금지·출국권고가 발령되어 있고, 러시아 전지역에는 특별여행주의보가 발령 중이오니, 러시아 여행을 계획하고 계신 우리 국민께서는 긴급한 용무가 아닌 경우 가급적 여행을 취소하거나 연기하여 주시기 바랍니다.○ 아울러, 현재 러시아에 체류 중인 재외국민 여러분들께서는 특이사항 및 긴급상황 발생 시, 아래 비상연락처로 신속하게 연락주시기 바랍니다.☞ 주러시아대사관- 긴급연락번호(긴급상황 발생 시, 24시간) : +7-495-783-2727☞ 영사콜센터(서울, 24시간) : +82-2-3210-0404﻿﻿﻿"
2,"남아프리카공화국, 요하네스버그 Diepsloot 지역 치안불안 관련 안전공지",2023-06-23,"○ 6월 20일(화) 요하네스버그 북쪽 Diepsloot 주민들이 지역 범죄, 이민자 문제, 전력문제 등에 항의하며 도로에서 타이어를 불태우는 등 항의 시위가 일어났습니다.○ Diepsloot는 요하네스버그에서 우리 한국 교민들이 많이 거주하는 Fourways와 Dainfern 지역에 근접한 곳에 위치하고 있는 흑인 타운쉽입니다. 해당 지역에서 생활하시는 우리 국민들은 물론, 남아공을 방문하시는 여행객들은 Diepsloot 지역으로의 방문이나 이동을 일체 금지해 주시고, Diepsloot 지역과 관련된 언론보도 내용을 주의 깊게 살펴 봐 주시기 바랍니다.- 아울러, 남아공 경찰에서는 Diepsloot 지역 커뮤니티 리더들과 면담하는 한편, 치안상황을 모니터링하고 있으며, Diepsloot 지역을 일체 방문하지 말 것을 권고하였습니다.○ 긴급상황 발생 시는 아래 비상연락처로 신속하게 연락주시기 바랍니다.☞ 주남아프리카공화국대사관- 대표번호(근무시간 중) : +27-12-460-2508- 긴급연락번호(긴급상황 발생 시, 24시간) : +27-(0)66-332-5897☞ 영사콜센터(서울, 24시간) : +82-2-3210-0404"
32,"일본, 입국 시 금 또는 금제품 반입 주의",2023-06-12,"○ 최근 우리 국민이 일본에 입국하는 과정에서 일본 세관의 강화된 심사로 인해 불편을 겪는 사례가 자주 발생하고 있습니다.○ 일본 관세 당국은 귀금속 밀수 대책 강화를 위해 입국항 세관에서의 금 또는 금제품 반입에 대한 심사를 엄격히 시행하고 있습니다.○ 이와 관련하여, 우리국민 여행객 여러분께서는 아래의 내용을 참고하시어 입국 시 세관 단속 관련 불이익을 입지 않도록 주의하시기 바라오며, 평소 착용하시던 고가의 금제품은 한국에 보관하시고 오시기를 권합니다.[일본 세관의 금 또는 금제품 관련 신고기준]- 순도와 중량, 사용(착용) 여부와 관계없이 금 또는 금제품을 휴대하여 반입하는 경우에는 「휴대품·별송품 신고서」에 해당 물품에 대한 정보를 반드시 신고(금지금 또는 금제품 란에 있음으로 체크)하여야 하며, 면세범위(20만엔)를 넘는 경우 해당 물품에 소비세 등 과세※ 금제품(반지, 팔찌, 목걸이 등)을 신고하지 않고 반입할 시, 일본 관세법상 허위신고로 처벌 및 물품 압수 등이 될 수 있음※ 면세범위(20만엔)을 넘는 물품의 경우, 소비세 등을 세관에 지불한 후에야 일본 반입 가능- 순도 90% 이상의 금 또는 금제품의 중량이 1kg을 초과하는 경우에는 세관에 「지불수단 등의 휴대 수출・수입신고서」도 추가로 제출 필요○ 기타 문의사항이 있으신 경우 일본 지역 총영사관 또는 영사콜센터로 연락해 주시기 바랍니다.[주삿포로대한민국 총영사관]☞ 근무시간 : +81-11-218-0288☞ 근무 외 시간(당직폰) : +81-80-1971-0288☞ 영사콜센터(한국, 24시간) : +82-2-3210-0404[주후쿠오카대한민국 총영사관]☞ 근무시간 : +81-92-771-0461~2☞ 근무 외 시간(당직폰) : +81-80-8588-2806☞ 영사콜센터(한국, 24시간) : +82-2-3210-0404"
37,"캐나다, 서부 지역 산불 관련 안전공지",2023-06-09,"○ 현재 BC주 및 앨버타주 등 캐나다 서부지역에서 진행중인 산불과 관련하여 우리국민 여러분들께 아래와 같이 안전 유의사항을 알려드립니다.- BC주에서는 6.8 현재 북동부 Donnie Creek 및 밴쿠버아일랜드 Port Alberni 동쪽 Cameron Lake 인근 지역 등 주 전역에서 81건의 산불이 진행중이며, 특히 Donnie Creek 지역에서는 대규모 산불로 인해 대피명령이 발효중에 있습니다.- 앨버타주의 경우에도, 지난 5월 6일 선포한 주 비상사태가 6월 3일부로 해제되었지만 현재(6.8. 기준)에도 서북부지역에서 총 73건의 산불이 진행중입니다.☞ BC주 재난관리기관 : https://www.emergencyinfobc.gov.bc.ca/☞ BC주 도로상황 : https://drivebc.ca/#mapView&ll=52.396111%2C-121.952588&z=6☞ 앨버타주 산불 상황 : https://www.alberta.ca/wildfire-status.aspx#jumplinks-0☞ 앨버타주 재난관리기관 : http://www.emergencyalert.alberta.ca☞ 앨버타주 도로상황 : https://511.alberta.ca○ 우리국민들 께서는 현지 언론 및 관련기관 홈페이지를 지속 모니터링 하시어 산불 발생지역 방문을 피하시고 인근 지역에서 산불이 발생하였을 경우 관계기관의 조치에 따라 신속히 대피하시는 등 안전에 유의하시기를 당부 드립니다.○ 또한 이와 관련하여 위급한 상황이 발생하면 911로 신고하시고 피해 발생 또는 도움이 필요하실 경우 아래밴쿠버 총영사관등 연락처로 연락 주시기 바랍니다.☞ 전화번호 : +1-604-681-9581 | 긴급연락처 : +1-604-313-0911영사관 업무시간 : 평일 월요일-금요일: 오전 9:00 ~ 오후 5:00 (점심시간 12:00~1:00)민원실 업무시간 : 평일 월요일-금요일: 오전 9:00 ~ 오후 4:30영사콜센터(서울, 24시간): +82-(0)2-3210-0404"
49,"필리핀, 마욘(Mayon)화산 폭발 징후 관련 안전 공지",2023-06-09,"○ 2023.06.8.(목) 필리핀 지진화산연구소(PHIVOLCS)는 마욘 화산의 경보단계를 3단계로 상향조정하였습니다.○ 경보수준 3단계는 갑작스런 증기 구동, 약한 기화 폭발, 화산 지진, 화산재 및 치명적인 화산 가스 배출이 화산 인접 지역을 위협 할 수 있음을 의미합니다.○ 이에 필리핀 지진화산연구소(PHIVOLCS)는 주요 분화구에서 6킬로미터 반경 내에 있는 마욘 화산의 영구 위험 지역에서 즉각 대피할 것을 권고하였습니다.○ 우리 국민들께서는 동 지역으로의 이동을 자제하여 주시기 바라며 필리핀 정부와 언론의 경보를 지속적으로 예의주시 하시기 바랍니다.○ 긴급상황 발생 시, 주재국 경찰(911) 또는 영사콜센터(82-2-3210-0404) 또는 대사관 긴급전화(0917-817-5703)로 연락 주시기 바랍니다.※ 필리핀 화산경보 단계는 총 6단계로, 0단계(미경보), 1단계(낮은 수준의 화산 불안상태), 2단계(완만한 수준의 화산 불안상태), 3단계(높은 수준의 화산 불안상태), 4단계(분화 임박상태), 5단계(분화 진행상태)로 구분됨☞ Phivolcs 링크 참조"
19,"세네갈, 야당 대표 재판 결과 관련 시위 안전공지",2023-06-05,"○ 6.1.(목), Ousmane SONKO 지겐쇼르 시장에 대해 미성년자약취유인 혐의 유죄, 2년 징역형이 선고되었으며 이로 인해 야당 지지자 세력 및 경찰 간 충돌이 세네갈 전역에서 발생하였습니다.○ 동 충돌 사태로 인해 9명이 사망(내무부 발표)하고, △Mbour시 Auchan 및 △ Rufisque 시 TER 기차역에 화재로 인한 피해가 발생한 것으로 알려졌습니다.- 또한, 6.1.(목) 14시 30분 경 시위대에 의해 다카르 거주 우리 국민의 차량 유리가 파손되는 피해 사례가 발생하였습니다.○ 한편, 당국의 CITE KEUR GORGUI 지역에 대한 통행 금지 조치는 지속되고 있으며, 다카르 주지사의 오토바이 통행 및 연료 소매 금지 행정명령 또한, 6.3(토) 자정까지로 연장되었습니다.- 내무부 장관은 6.1.(목) 기자회견을 통해 SNS를 통해 선동적 메시지가 유포되고 있다며 일부 디지털 어플리케이션 접근을 차단시켰다고 밝혔으며, 실제로 Youtube 등 일부 SNS의 경우 접속이 불가한 상황입니다.○ 세네갈에 체류하고 계신 우리 국민께서는 불요불급한 외출은 자제하여 주시고 상시 시위 발생 장소는 가급적 방문을 자제하여 주시기 바랍니다.* 다카르 : Cite Keur Gorgui 야당 총수 자택 인근, Place de la Nation, 법원(Palais de Justice) 앞, Cheikh Anta Diop 대학교 인근, 외국계 상점 및 주유소, VDN 초입, Medina, Parcelles Assainies, Hann-Mariste 등* 지겐쇼르 : SONKO 당수 자택 인근, 시내 등○ 상기 명시된 지역 이외에도 수도 다카르 내 집회 시위가 자주 발생하는 장소에 대해 방문 및 인근 통행을 자제하여 주시고, 지방의 경우에도 대학교 인근, 시내 중심 등 상시 시위가 발생하는 장소는 가급적 방문을 자제하여 주시기 바랍니다.○ 또한, 하기와 같은 안전 수칙을 명심하시어, 안전사고 예방에 각별히 주의하시기 바랍니다.- (접근주의) 집회시위 발생 장소에 접근하지 마시고, 부득이하게 지나치게 될 경우 집회시위에 참가한 것으로 오해받을 수 있는 행동을 하지 마시고 즉시 현장을 벗어나시기 바랍니다.- (사진촬영) 시위 장면을 촬영하는 경우 시위대로부터 표적의 대상이 될 수 있으니 휴대전화 등으로의 촬영은 삼가시기 바랍니다.- (언행) 시위대가 있는 곳에서는 불의의 피해를 당하지 않기 위해 시위를 비난하거나 시위에 대한 정치적 견해를 표시하지 않으시기 바랍니다.- (교통) 시위로 인해 시위장소 인근 도로가 차단되는 경우가 많습니다. 목적지로 향하기 전에 교통 상황을 반드시 확인하시기 바랍니다.​○ 물리적 피해 등을 입으신 경우, 아래 우리 대사관 연락처로 연락주시기 바랍니다.- 주 세네갈 대한민국 대사관(근무시간): +221-33-824-0672- 주 세네갈 대한민국 대사관 비상전화(24시간): +221-77-639-5109- 영사콜센터(서울, 24시간): +82-(0)2-3210-0404"
37,캐나다 노바스코샤주 산불 관련 안전 공지,2023-06-01,"○ 노바스코샤주 일대에서 발생한 대규모의 산불로 인하여 많은 피해가 발생하고 있습니다. 현지에 거주하시거나 방문하고 계시는 우리 동포분들은 현지 정부의 안내를 참고하여 침착히 대응하여 주시기 바랍니다.○ 산불로 인해 대피하시는 분들께서는 아래 대피소(Evacuation Center)로 이동하시기 바라며, 노바스코샤 한인회(회장: 성승현)와 임미경 영사협력원에게 연락하여 주시기 바랍니다.☞ 대피소(Evacuation Center) : Canada Games Center / 26 Thomas Raddall Dr., Halifax, NS B3S 0E2☞ 주몬트리올 총영사관 긴급전화 : +1 514-261-4677☞ 성승현 한인회장 : +1 902-877-8454☞ 임미경 영사협력원 : +1 902-818-4467☞ 영사콜센터 : +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스를 제공받으실 수 있으며, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있습니다.○ 아울러, 아래 주정부의 조치를 참고하여, 우리 동포 여러분들의 불편함이 없으시기 바랍니다. 아래 조치는 현 상황이 개선되지 않는 한 6.25.(일)까지 제한이 계속될 예정입니다.- 노바스코샤 주정부는 5.30.(화) 16시(현지시간)를 기해, 숲속에서의 등산, 야영, 낚시 및 차량 사용을 금지하였습니다. 동 제한은 공유지 뿐만 아니라 사유지에도 해당됩니다.※ 참고:https://novascotia.ca/news/release/?id=20230530003#:~:text=Hiking%2C%20camping%2C%20fishing%20and%20the,to%20Crown%20and%20private%20land.- 노바스코샤 주정부는 5.31.(수) 상기 조치와 더불어, 새로운 산불의 발생을 막기 위해, 노바스코샤주 전역에서 공유지 및 사유지에서 불을 피우는 행위를 금하며, 이를 위반할 경우 25,000CAD의 벌금을 부과할 예정이라고 발표하였습니다.※ 참고:https://novascotia.ca/news/release/?id=20230531004#:~:text=The%20fine%20for%20violating%20that,%3A%2F%2Fparks.novascotia.ca%20."
32,오키나와 제2호 태풍(마와르) 접근관련 안전공지,2023-06-01,"○ 일본 기상청은 제2호 태풍(마와르)이 5.29.(월) 06:00현재, 필리핀의 동쪽부근에서 북서 방향 15km/h의 속력으로 진행중임을 발표했습니다.※ 태풍 중심기압 : 950hPa, 중심부근 최대풍속: 45m/s※ 日기상청 태풍정보 :https://www.jma.go.jp/bosai/map.html#5/21.514/127.31/&typhoon=TC2304&contents=typhoon○ 기상청에 의하면, 제2호 태풍은 5.31.(수) ~ 3.(토)에 걸쳐 오키나와 서부 및 본섬지역을 통과할 예정으로, 호우 및 강풍, 높은 파도에 경계를 요구하였습니다. 현지에 체류중인 우리국민들께서는 상기 기상청 홈페이지 및, 언론매체의 기상정보를 확인하시어 안전에 유의하여 주시기 바랍니다.○ 또한, 이번 태풍 관련 피해 및 긴급한 사항이 발생하는 경우 아래 주후쿠오카총영사관 긴급연락처 또는 영사 콜센터를 통해 신고해주시기 바랍니다.☞ 주후쿠오카 총영사관 긴급연락처 : +81-92-771-0461(야간·공휴일 : +81-80-8588-2806)☞ 영사콜센터 : +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스를 제공받으실 수 있으며, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있습니다.☞ 현지 경찰 : (국번없이) 110☞ 현지 구급 : (국번없이) 119"
15,"괌, 태풍(마와르) 피해로 인한 괌 공항 폐쇄 및 긴급 민원 접수 방법 안내",2023-05-25,"○ 괌 국제공항 공사는 5.25.(목) 괌에 상륙한 태풍(마와르)의 영향에 따라 파손된 피해 시설 복구를 위해 5.31.(수)까지 공항 운영을 중단한다고 발표하였습니다. 이에 따라, 우리 국적 주요 항공사는 6.1.(목)부터 운항을 재개할 예정으로 귀국을 희망하시는 우리 여행객분들께서는 각 항공사 홈페이지 등을 통해 운항 정보를 참고하시기 바랍니다.○ 또한, 이번 태풍 관련 피해 및 긴급한 사항이 발생하는 경우 아래 주하갓냐출장소 긴급연락처 또는 영사 콜센터를 통해 신고해주시기 바랍니다.☞ 주하갓냐 출장소 긴급연락처 : +1-671-688-5886☞ 영사콜센터 : +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스를 제공받으실 수 있으며, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있습니다.[현지 병원 정보]- 괌 메모리얼 병원 GMH (24시간 영업 종합병원) : +1-671-646-5801- 괌 메디컬시티 GRMC (24시간 영업 종합병원) : +1-671-645-5500- FHP Clinic : +1-671-646-5825- SDA Clinic : +1-671-646-8801[현지 운영 마트 정보]- 두짓 비치리조트 ABC 스토어 : +1-671-646-0911- 산호세 마트(San Jose Supermarket) : +1-671-472-1180"
47,(다수 국가 공통 사항) 페루 산악 지역 트레킹 및 방문시 유의사항 안내,2023-05-18,"○ 페루는 내륙에 고산 지대와 산악 지역이 광범위하게 분포되어 있고, 일부 여행객들은 이 지역들을 관광하거나 트레킹 상품에 참여하는 경우가 종종 있습니다. 트레킹 중 근육통, 발목 염좌(삐끗하거나 접질리는 상황), 고산증세 등으로 어려움을 겪는 경우가 자주 발생하고 있습니다. 이에, 트레킹에 참여하는 우리 국민들께서는 아래의 내용을 중심으로 건강에 유의해 주시기 바랍니다.○ (트레킹 전) 트레킹 참여하기 전 충분한 시간을 갖고 오래 걷기와 체력 훈련을 통해 기초 체력을 강화하고, 신발, 배낭과 같은 장비를 구비하며, 만약에 대비해 고산약, 파스 등 상비약을 준비할 것- 수도 리마가 아닌 지방에서 부상을 당할 경우, 현지 의료기관이 필요한 장비를 갖추고 있지 않아 정확한 진단이 어려울 수 있으며, 환자 이송(수송기 별도 임차 필요, 이용객 부담) 또한 쉽지 않은 상황이 발생할 수 있는바, 여행자 보험 가입 요망 및 신변 안전에 유의○ (트레킹 중) 근육통이나 발목 염좌 등 부상을 예방하기 위해 자주 스트레칭을 해주고, 무리하게 이동은 삼갈 것. 부상 등으로 도움이 필요할 경우, 동행인이나 가이드에게 적극적으로 요청할 것- 고산 지대와 산악 지역은 전력망 혹은 통신망이 원활하지 않아 여행시 장시간 연락이 되지 않을 가능성이 높은바, 이 경우, 가족들의 걱정을 유발시킬 수 있고, 보이스피싱 등 2차 피해를 유발할 수 있는 가능성이 있음. 이에, ▲정글 투어, ▲산악 트레킹, ▲육로를 통한 국경 이동 등 가족 및 지인과 장시간 연락이 되지 않는 상황에 처하게 될 경우, 사전에 카톡 등을 통해 이동 경로, 연락 가능 번호, 숙소 등에 대한 정보를 공유할 것을 권고. 다만, SNS, 카카오톡 프로필 등 불특정 다수가 볼 수 있는 공간은 종종 보이스피싱 등에 악용될 사례가 있으니 노출 자제- 저지대에서 고지대로 적응과정 없이 올라갈 경우, 저기압 및 저산소 상태에 신체가 적응하지 못하는 고산증이 발생할 수 있고, 고도와 개인의 민감도 등에 따라 ▴두통, ▴구토, ▴어지러움, ▴피로, ▴숨가쁨, ▴식욕감퇴, ▴수면장애 등의 증상 유발할 수 있음. ▴여유있는 계획으로 무리한 일정 강행을 피할 것, ▴충분한 수분 섭취, ▴담배, 술, 신경안정제, 수면제 등 호흡을 약화시키는 물질은 피하고, 고지방과 고단백질의 섭취 자제(소식 필요), ▴필요시 예방약 복용○ 페루에 거주하시거나 방문하는 우리 국민들께서는 동 사실을 인지해주시고 피해가 없도록 개인 안전에 유의하시기 바랍니다.○ 만일 불의의 사고나 긴급한 상황 발생 시, 아래 우리 대사관 긴급 연락처나 영사 콜센터로 연락하여 도움을 받으시기 바랍니다.☞ 주페루 대사관 긴급연락처 : +51-998-787-454☞ 영사콜센터 : 82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스를 제공받으실 수 있으며, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있습니다."
31,이스라엘 가자지구발 대규모 로켓 공격 및 테러 발생 우려 관련 긴급 안전공지,2023-05-11,"○ 5.15.(월) 팔레스타인 대재앙의 날(Nakba Day) 및 5.18(목) 예정된 예루살렘 깃발행진(Flag March)기간에 이-팔 긴장 고조 및 무력 충돌 발생 우려가 매우 높을 것으로 예상됩니다.○ 상기 우려는 5.9.(화)~5.13.(토)간 지속된 이스라엘군(IDF)과 가자지구 이슬라믹지하드(PIJ)의 무력 충돌로 텔아비브, 라맛간, 리숀레찌온, 아쉬켈론 등 이스라엘 중·남부 지역으로 총 1,469발의 로켓 및 박격포탄이 발사되어 약 437발이 방공시스템에 의해 요격되고 다수는 무주지에 낙탄,  2명이 사망(가자지구 33명 사망) 및 32명이 부상한 상황에서 잠정 휴전이 이뤄진 가운데 제기되고 있습니다.○ 우리 동포와 여행객께서는 상기 상황을 감안해 각종 테러, 폭력시위 및 무력충돌(로켓 공격 등)사태 발생 가능성이 예루살렘과 팔레스타인 주민 거주 지역, 이스라엘 중·남부 지역에서 높은 것을 감안하셔서 아래와 같은 점들에 특히 유의해 주실 것을 부탁드립니다.- 야간에(늦은 오후부터) 필수 불가결한 이동을 제외한 도보 이동 및 다중밀집 지역 방문 자제- 테러 주요 대상이 되는 유대 종교인 운집 장소 방문 자제와 아랍 청년 운집 장소(무슬림 예배 시간의 올드시티 포함) 방문 자제- 가급적 대중교통, 다중밀집시설 이용 자제와 의심되는 물건(주인 없이 놓여 있는 가방 등)을 발견시 그 장소를 신속히 벗어나는 등 신변안전에 각별히 주의- 예루살렘 올드시티(구시가지)와 올리브산(Olive Mountain)을 포함한 팔레스타인 주민 거주지 방문 자제 및 부득이한 경우에도 다마스커스 게이트와 라이온 게이트 등 이용 자- 제닌 및 나블루스가 심각한 치안 위험 상황인 것과 여리고에서도 여러 차례 무력충돌로 다수의 사상자가 발생한 것을 감안하여 서안지구 동 지역 방문자제와 그외 라말라, 베들레헴, 헤브론, 동예루살렘 지역 등 체크포인트 주변은 언제라도 소요가 발생할 수 있으니, 안전에 특별한 유의 및 방문 자제- 로켓공격 경보 발생시 신속히 인접 건물 안이나 공공 대피소, 실내 대피소로 이동할 것과 창문 등 유리 파편 및 로켓 파편에 노출될 가능성이 높은 곳과 멀리 떨어지는 등 신변안전에 유의 (실시간 로켓 및 박격포탄 공격 상황 확인을 위해 Israel Defense Forces Home Front Command의 App을 다운로드 받으시기 바랍니다.-참조:https://www.oref.org.il/12487-17580-en/Pakar.aspx○ 만일 불의의 사고나 긴급한 상황 발생 시, 아래 우리 대사관 긴급 연락처나 영사 콜센터로 연락하여 도움을 받으시기 바랍니다.☞ 주이스라엘 대사관 긴급연락처 : 972-50-528-8345☞ 영사콜센터 : 82-2-3210-0404☞ 영사콜센터 : 82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스를 제공받으실 수 있으며, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있습니다."
45,파키스탄 치안 상황 악화 관련 안전 공지,2023-05-10,"○ 5.9.(화) 수도 이슬라마바드 고등법원 청사 앞에서 임란칸 前 총리가 국가책임국(NAB)에 의해 체포되었습니다.○ 상기관련, 정국불안으로 치안이 악화되고 있는 상황을 감안, 주재국에 거주 또는 여행중인 우리 국민들께서는 △군중이 많이 모이는 장소에 접근을 삼가시고, △불요불급한 외출을 자제해주시기 바라며, △긴급상황에 대비하여 비상연락망을 유지(대사관 연락처 소지)하는 등 신변안전에 각별히 유의해 주실 것을 당부드립니다.○ 위급상황 발생 시에는, 대사관, 영사콜센터 등 도움을 받을 수 있는 곳으로 최대한 조속히 연락해주시기 바랍니다.[주파키스탄 대한민국대사관]☞ 근무시간(주간) : +92-51-227-9380~1, 9385~7☞ 근무 외 시간(주말/야간) : +92-301-854-6944☞ 영사콜센터(한국, 24시간) : +82-2-3210-0404"
26,엘살바도르 치안 확립을 위해 비상사태 재연장,2023-05-08,"○ 엘살바도르 정부는 공공 안전, 치안 확립을 위해 국가 비상사태를 연장(제13차 2023.4.17~2023.05.16)하였습니다.○ 현재까지 비상사태 하에서 우리 국민이 사건, 사고, 체포, 구금 등이 발생된바 없습니다.○ 그러나, 재외국민 여러분들께서는 항상 신변 안전에 주의하시고, 외부 또는 야간 활동 시 각별히 유의하시기 바랍니다.○ 특히 혼자 거리를 도보하거나 버스 등의 대중교통 이용은 위험하오니 가급적 자제하시기 바랍니다.[주엘살바도르대사관]- 긴급연락처 : +503-7609-1117"
30,이란 히잡 착용 관련 유의사항 안내,2023-05-08,"○ 최근 이란 정부의 히잡 착용 단속이 강화되고 있습니다. 이란에 체류중인 우리 국민 중 여성 분들은 공공장소(차량 내부 포함)에서 히잡과 긴 상의(엉덩이를 가리는 길이)를 착용하셔야 하며, 다리나 팔이 노출되는 반팔 및 치마 착용은 금지되어 있습니다. 또한, 남성분들은 공공장소에서 민소매, 반바지 착용이 금지되어 있습니다.○ 아울러, 이슬람 복장 규정 위반시 일반 시민으로부터 욕설, 오물 투척, 폭행 등 신변 위협을 받을 우려가 있습니다.○ 불미스러운 일이 발생하지 않도록 복장 착용에 유의하시고, 신변 위협이 발생한 경우 또는 위급상황 발생 시에는 대사관, 영사콜센터 등 도움을 받을 수 있는 곳으로 최대한 조속히 연락해주시기 바랍니다.[주이란대한민국대사관]☞ 근무시간 : +98-21-8805-4900~4☞ 근무시간 외(긴급전화) : +98-912-159-1158☞ 영사콜센터(한국, 24시간) : +82-2-3210-0404"
